date,symbol,open,high,low,close,volume,return_1d,period_end,report_date,fiscal_quarter,report_type,filing_lag_days,revenue,revenue_yoy,net_income,net_margin,operating_cashflow,debt_to_equity,gross_margin,roe,eps_estimate,eps_actual,eps_surprise,eps_surprise_pct,is_report_day,days_since_report,has_fundamentals
2023-03-06,ALFA,262.57,267.61,258.16,262.82,1751284,0.016417,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,31,1
2023-03-07,ALFA,265.78,267.76,260.74,265.12,2261938,0.008743,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,32,1
2023-03-08,ALFA,265.73,266.77,261.21,264.94,1806692,-0.000692,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,33,1
2023-03-09,ALFA,259.25,262.42,255.33,259.37,1201544,-0.020997,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,34,1
2023-03-10,ALFA,254.9,257.26,253.46,255.17,1407675,-0.01622,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,35,1
2023-03-13,ALFA,258.77,259.85,255.4,259.24,1378527,0.015949,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,38,1
2023-03-14,ALFA,256.83,260.04,256.51,257.08,539803,-0.008301,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,39,1
2023-03-15,ALFA,254.72,257.79,253.61,254.99,2401820,-0.008147,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,40,1
2023-03-16,ALFA,255.6,256.59,250.33,255.09,2314127,0.000407,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,41,1
2023-03-17,ALFA,251.84,254.9,248.03,251.79,752103,-0.012957,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,42,1
2023-03-20,ALFA,248.95,251.83,246.96,248.2,464603,-0.01426,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,45,1
2023-03-21,ALFA,248.89,252.77,247.23,247.89,579594,-0.001223,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,46,1
2023-03-22,ALFA,244.83,247.05,240.18,245.19,1647095,-0.010886,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,47,1
2023-03-23,ALFA,243.48,244.78,242.46,243.11,267699,-0.008503,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,48,1
2023-03-24,ALFA,240.65,245.66,239.32,241.06,437103,-0.008412,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,49,1
2023-03-27,ALFA,242.15,245.46,241.17,242.69,1691116,0.006725,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,52,1
2023-03-28,ALFA,242.64,242.89,242.18,242.34,536031,-0.001427,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,53,1
2023-03-29,ALFA,241.55,245.83,239.95,241.83,358237,-0.002084,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,54,1
2023-03-30,ALFA,243.85,244.91,238.78,243.53,247238,0.006994,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,55,1
2023-03-31,ALFA,244.68,248.56,242.03,243.78,1823303,0.001041,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,56,1
2023-04-03,ALFA,243.03,246.56,240.52,243.09,1035737,-0.002811,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,59,1
2023-04-04,ALFA,244.57,249.31,240.66,244.34,854271,0.005105,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,60,1
2023-04-05,ALFA,246.39,251.15,243.4,246.17,1671039,0.007502,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,61,1
2023-04-06,ALFA,244.58,246.98,240.91,245.55,592203,-0.00252,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,62,1
2023-04-07,ALFA,246.8,250.61,242.75,246.04,1399551,0.002016,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,63,1
2023-04-10,ALFA,243.5,245.31,240.49,243.69,1312841,-0.009581,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,66,1
2023-04-11,ALFA,241.72,244.8,238.06,241.24,1751440,-0.010056,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,67,1
2023-04-12,ALFA,243.04,246.44,239.13,243.48,1635008,0.009319,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,68,1
2023-04-13,ALFA,244.84,245.37,241.33,244.99,1752543,0.006192,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,69,1
2023-04-14,ALFA,245.98,246.32,242.06,246.17,690203,0.004801,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,70,1
2023-04-17,ALFA,247.25,247.65,245.96,246.78,522399,0.002488,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,73,1
2023-04-18,ALFA,247.39,248.13,243.62,247.01,1427801,0.00092,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,74,1
2023-04-19,ALFA,248.79,250.63,245.09,249.25,331876,0.009084,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,75,1
2023-04-20,ALFA,251.27,256.75,249.68,252.16,1244849,0.011691,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,76,1
2023-04-21,ALFA,254.52,257.47,250.05,254.76,1638323,0.010308,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,77,1
2023-04-24,ALFA,255.12,259.21,253.02,254.66,2088294,-0.000409,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,80,1
2023-04-25,ALFA,258.58,263.11,257.22,258.75,1702415,0.01608,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,81,1
2023-04-26,ALFA,258.12,263.22,253.63,259.37,2487734,0.002391,2022-12-30,2023-02-03,4.0,annual,35.0,21891.38,0.015,2277.81,0.104,2726.61,0.857,0.174,0.052,0.866,0.994,0.129,0.148,0,82,1
2023-04-27,ALFA,261.05,263.23,259.66,261.1,1480418,0.006672,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,1,0,1
2023-04-28,ALFA,261.55,266.87,259.3,262.32,1226225,0.004645,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,1,1
2023-05-01,ALFA,263.65,267.6,261.24,263.26,765253,0.003602,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,4,1
2023-05-02,ALFA,261.12,265.04,256.4,261.1,1748185,-0.008202,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,5,1
2023-05-03,ALFA,263.3,268.39,260.83,263.63,2064759,0.009673,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,6,1
2023-05-04,ALFA,273.14,276.69,269.31,273.36,938239,0.036915,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,7,1
2023-05-05,ALFA,272.12,275.06,267.36,271.7,374077,-0.006056,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,8,1
2023-05-08,ALFA,272.21,277.07,268.3,271.77,224105,0.000234,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,11,1
2023-05-09,ALFA,269.65,272.71,264.55,270.18,1654317,-0.005847,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,12,1
2023-05-10,ALFA,267.77,272.79,263.44,268.4,1724979,-0.006567,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,13,1
2023-05-11,ALFA,272.31,273.55,270.05,273.13,476946,0.017611,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,14,1
2023-05-12,ALFA,269.9,271.02,264.77,270.88,251987,-0.008247,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,15,1
2023-05-15,ALFA,268.98,271.96,266.1,269.05,1705229,-0.006736,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,18,1
2023-05-16,ALFA,264.21,264.72,263.8,264.05,1114830,-0.018603,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,19,1
2023-05-17,ALFA,260.99,266.81,259.54,261.69,1160769,-0.008913,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,20,1
2023-05-18,ALFA,256.12,256.64,252.89,256.49,803689,-0.019908,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,21,1
2023-05-19,ALFA,259.1,262.86,257.67,258.59,1851637,0.008203,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,22,1
2023-05-22,ALFA,268.02,269.42,264.28,267.46,1912682,0.034311,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,25,1
2023-05-23,ALFA,265.96,271.38,263.96,266.23,320042,-0.004621,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,26,1
2023-05-24,ALFA,261.57,263.65,258.62,261.48,404988,-0.017825,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,27,1
2023-05-25,ALFA,264.42,264.69,264.26,264.4,1476690,0.011175,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,28,1
2023-05-26,ALFA,261.1,261.93,256.65,261.66,1587215,-0.010361,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,29,1
2023-05-29,ALFA,265.13,268.53,263.12,265.53,533219,0.01478,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,32,1
2023-05-30,ALFA,263.53,269.44,262.67,264.23,563641,-0.004905,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,33,1
2023-05-31,ALFA,263.29,268.45,259.9,262.27,1769477,-0.007415,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,34,1
2023-06-01,ALFA,261.58,263.57,258.97,261.72,1245832,-0.002102,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,35,1
2023-06-02,ALFA,263.65,266.64,260.24,264.02,475897,0.008794,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,36,1
2023-06-05,ALFA,264.66,265.31,261.02,263.85,1601913,-0.000649,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,39,1
2023-06-06,ALFA,262.8,265.6,262.1,262.45,369241,-0.005284,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,40,1
2023-06-07,ALFA,262.49,265.69,257.46,262.05,730436,-0.001539,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,41,1
2023-06-08,ALFA,257.84,259.25,255.42,257.85,1840182,-0.016006,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,42,1
2023-06-09,ALFA,258.03,262.09,257.52,258.87,711484,0.003955,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,43,1
2023-06-12,ALFA,252.35,257.94,248.42,253.37,346123,-0.021255,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,46,1
2023-06-13,ALFA,252.51,252.64,248.73,252.1,2407982,-0.005013,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,47,1
2023-06-14,ALFA,253.72,255.25,250.38,253.99,716420,0.007481,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,48,1
2023-06-15,ALFA,254.62,256.08,252.37,254.91,1384213,0.003613,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,49,1
2023-06-16,ALFA,256.55,257.5,254.37,256.75,2096890,0.007247,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,50,1
2023-06-19,ALFA,256.33,257.5,253.52,256.54,2476801,-0.000837,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,53,1
2023-06-20,ALFA,259.82,263.28,259.43,259.98,2062283,0.013406,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,54,1
2023-06-21,ALFA,261.88,263.42,260.22,262.77,981197,0.010728,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,55,1
2023-06-22,ALFA,263.59,268.1,258.38,264.17,2164489,0.005334,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,56,1
2023-06-23,ALFA,267.74,272.5,263.59,267.17,229293,0.011368,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,57,1
2023-06-26,ALFA,269.34,274.78,267.01,269.77,950029,0.009736,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,60,1
2023-06-27,ALFA,268.19,272.26,266.89,268.67,658658,-0.004086,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,61,1
2023-06-28,ALFA,264.13,265.45,260.16,264.3,1414510,-0.016259,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,62,1
2023-06-29,ALFA,264.96,266.13,263.48,265.56,2250687,0.004756,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,63,1
2023-06-30,ALFA,267.35,268.79,266.37,267.45,1978698,0.007123,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,64,1
2023-07-03,ALFA,271.04,276.37,270.09,271.15,2496108,0.013822,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,67,1
2023-07-04,ALFA,267.96,273.19,264.02,268.03,515066,-0.011503,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,68,1
2023-07-05,ALFA,266.43,268.55,261.9,265.36,1930050,-0.009968,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,69,1
2023-07-06,ALFA,267.15,268.98,266.61,267.11,1866099,0.006609,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,70,1
2023-07-07,ALFA,267.61,270.41,266.52,267.25,1249883,0.000536,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,71,1
2023-07-10,ALFA,262.32,263.95,258.34,261.7,424218,-0.020772,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,74,1
2023-07-11,ALFA,261.95,267.85,258.9,262.7,440333,0.00382,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,75,1
2023-07-12,ALFA,256.65,258.14,253.08,256.9,2300476,-0.022066,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,76,1
2023-07-13,ALFA,254.05,256.0,253.02,254.03,879016,-0.011182,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,77,1
2023-07-14,ALFA,258.46,260.75,254.38,258.17,1665813,0.016276,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,78,1
2023-07-17,ALFA,263.54,264.47,258.6,263.7,2374777,0.021425,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,81,1
2023-07-18,ALFA,259.0,261.58,255.84,259.51,1334602,-0.015864,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,82,1
2023-07-19,ALFA,258.98,263.43,257.43,258.55,682829,-0.003714,2023-03-31,2023-04-27,1.0,quarterly,27.0,22503.34,0.038,2431.57,0.108,2499.8,0.692,0.165,0.029,0.678,0.598,-0.08,-0.118,0,83,1
2023-07-20,ALFA,258.59,259.43,255.03,258.59,1314877,0.000144,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,1,0,1
2023-07-21,ALFA,263.77,267.37,261.87,264.22,727798,0.021798,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,1,1
2023-07-24,ALFA,263.56,265.79,262.16,262.54,617132,-0.006361,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,4,1
2023-07-25,ALFA,260.87,261.87,259.17,260.84,2065274,-0.006485,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,5,1
2023-07-26,ALFA,266.05,266.24,260.99,265.82,995609,0.019084,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,6,1
2023-07-27,ALFA,264.8,266.34,262.48,264.73,1775052,-0.004095,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,7,1
2023-07-28,ALFA,267.5,267.96,262.6,267.24,1872384,0.009466,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,8,1
2023-07-31,ALFA,263.05,265.19,260.31,263.12,1463672,-0.015396,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,11,1
2023-08-01,ALFA,261.7,266.99,258.93,262.71,1444170,-0.001568,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,12,1
2023-08-02,ALFA,257.82,261.57,257.5,257.65,615219,-0.019239,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,13,1
2023-08-03,ALFA,254.03,259.0,250.75,254.18,1417404,-0.013497,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,14,1
2023-08-04,ALFA,255.45,258.74,254.79,256.47,1928515,0.009031,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,15,1
2023-08-07,ALFA,257.04,260.72,254.23,256.76,649065,0.00111,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,18,1
2023-08-08,ALFA,254.67,259.04,253.25,255.59,733652,-0.004531,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,19,1
2023-08-09,ALFA,253.08,254.28,251.02,253.09,1787833,-0.009807,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,20,1
2023-08-10,ALFA,251.56,254.07,248.8,252.45,2458138,-0.00251,2023-06-30,2023-07-20,2.0,quarterly,20.0,22820.52,0.046,1787.66,0.078,1925.4,0.966,0.155,0.054,0.732,0.842,0.11,0.151,0,21,1
